Word,Democrat Frequency,Republican Frequency
jefferson,4,6
madison,3,15
september,22,47
library,7,6
fl,16,8
repvaldemings,8,2
someone,59,32
shows,40,48
although,16,10
celebration,30,32
little,49,45
different,107,41
show,86,119
colors,2,0
#wwii,5,2
came,40,48
fought,71,73
europe,8,13
pacific,11,8
university,23,34
basketball,2,6
consider,43,64
father,14,17
figure,5,3
ravens,2,0
players,2,4
staff,102,71
mcconnell,125,45
george,25,20
floyd,9,8
policing,9,9
academy,41,59
point,32,40
naval,12,17
coast,49,24
guard,54,62
merchant,2,3
marines,18,36
art,11,19
competition,13,39
winner,10,26
created,44,54
self,4,3
portrait,3,11
after,259,309
watching,20,19
reflection,5,5
himself,28,11
screen,4,0
chadwick,2,0
inspired,21,17
boys,8,7
girls,24,13
king,9,23
handle,6,4
foot,6,11
soldiers,22,31
stood,20,17
hres,4,4
james,9,40
johnson,18,30
park,31,22
network,13,16
latinx,22,0
renters,16,2
constitute,2,3
approximately,3,11
enewsletter,7,5
latest,58,101
office,186,221
sent,43,108
directly,22,25
email,11,7
three,55,72
greatest,35,128
production,15,40
region,50,54
acres,12,12
unfortunately,13,31
detrimental,3,3
mexican,4,0
dumping,2,0
policies,70,109
fruit,2,0
industries,11,34
college,53,62
window,5,0
honors,7,22
internship,10,7
administrators,7,10
returning,16,17
inperson,38,37
virtually,35,27
village,7,3
kids,70,95
getting,125,143
amazing,33,53
taking,100,123
stressful,5,0
#tbt,3,7
airport,7,30
then,53,55
promise,45,36
aware,9,8
scammers,17,5
jea,2,0
employees,63,100
pursuing,7,10
remarkable,14,22
academic,5,20
academies,15,26
httpstcoezzaqdhwv,2,0
postal,24,18
letters,5,5
prescriptions,4,6
paychecks,8,7
returns,10,14
ballots,45,51
via,29,70
usps,31,29
agree,63,68
#dontmesswithusps,14,0
#otd,5,4
roosevelt,3,7
offered,6,16
retirees,5,0
disabilities,37,10
survivors,47,24
deceased,2,3
#socsec,2,0
piece,20,36
repmarciafudge,23,0
cut,56,31
short,31,24
speakerpelosi,27,125
compromised,2,6
repeatedly,18,22
willing,20,20
repjohnyarmuth,6,2
racist,20,2
sexist,2,3
nightmare,3,2
manages,2,0
admissions,3,0
govrondesantis,7,12
refuses,15,16
neighbors,72,49
priority,42,60
led,77,87
gov,17,51
desantis,8,0
expressing,7,16
concern,8,24
mandate,9,15
reopen,22,63
physical,34,18
locations,40,19
districts,11,14
decide,22,20
alliance,9,3
retired,12,10
medicare,81,40
voting,198,162
hero,28,51
percent,8,15
chairwoman,15,2
senwarren,34,0
sengillibrand,14,0
requiring,6,13
federalreserve,3,14
minority,20,26
roundtable,15,24
questions,109,88
feel,38,30
contact,34,25
#ppp,7,107
#smallbusiness,3,15
facebook,52,83
noon,6,6
discussion,65,63
aug,4,3
excellent,34,51
earlier,33,57
hosting,54,56
answer,39,44
confirmed,25,62
going,170,184
hungry,42,3
lunches,4,2
rank,2,6
#maskup,26,0
commission,21,36
enable,5,15
males,2,0
potential,35,66
sponsor,10,10
longoverdue,5,5
#blackmenandboysact,2,0
havana,2,0
chat,7,12
owners,44,57
faced,38,20
#smallbiz,18,74
repjoekennedy,25,2
kennedy,4,10
john,81,81
lewis,45,21
contest,6,6
showcase,5,2
beauty,8,10
featured,3,8
submit,24,36
name,23,53
where,149,150
lawsonphotocontestgmailcom,2,0
entry,3,8
per,30,21
friday,70,41
july,27,21
distinct,2,0
barriers,28,23
add,15,23
struggles,9,3
repaoc,6,2
intelligent,2,4
fighter,12,22
unacceptable,54,40
disagree,7,6
disrespectful,4,0
talk,78,104
#johnlewis,4,0
pic,4,3
youd,8,7
giant,11,11
passing,116,98
repjohnlewis,5,2
humble,4,3
title,10,16
#goodtrouble,4,0
rephastingsfl,3,0
yet,128,100
bold,44,9
progressive,21,3
vision,22,9
equity,21,0
recovered,9,14
casework,6,2
return,61,64
cutting,21,23
red,36,46
tape,9,22
expediting,2,2
money,101,103
owed,3,0
irs,32,33
securing,17,28
va,85,66
fill,42,30
tank,3,7
station,26,14
kim,3,5
walkers,2,0
nothing,60,92
inspiring,16,18
doubt,9,27
become,69,70
cdc,36,9
issue,54,69
restrictive,4,0
threatening,20,22
withhold,3,3
incredibly,26,36
dangerous,107,62
repmceachin,6,0
suffered,24,20
hardest,17,17
hit,62,61
cr,4,9
frustrating,2,3
#scotus,41,80
favor,10,24
allowing,18,45
employers,11,24
opt,2,2
#aca,45,0
reproductive,15,0
bodies,3,0
fit,5,14
preventive,5,0
scotus,38,29
got,87,72
sites,36,21
authority,14,30
urged,20,17
electricity,8,3
unfair,8,6
leave,89,42
dark,40,8
#independenceday,2,0
trigger,4,0
anxiety,3,0
#mentalhealth,4,0
press,26,52
dr,123,81
gilman,2,0
frontlines,25,13
affects,9,7
communitiesas,2,0
mark,52,50
#parisclimateagreement,7,0
reaffirm,20,14
calls,38,40
greenhouse,6,3
emissions,14,19
authorization,30,95
pfizerbiontech,3,4
promising,18,21
beginning,39,33
loses,4,0
spoken,12,5
wins,9,18
strong,97,210
resilient,17,16
collaboration,9,14
lynch,3,0
#harlem,2,0
implementation,4,9
todays,105,187
dining,15,5
customers,22,15
often,34,40
hr,71,53
front,49,42
kamalaharris,61,4
named,55,82
yearits,2,0
#timepoy,2,3
killing,17,12
execute,7,7
#alfredbourgeois,2,0
killed,54,34
executions,7,0
single,65,44
yearthis,2,0
abhorrent,5,8
hateful,11,3
happen,47,36
#abolishthedeathpenalty,6,0
death,86,29
penalty,20,0
abolition,5,0
cruel,25,4
senseless,12,7
killings,5,0
#brandonbernard,6,0
#deathpenalty,4,0
forgets,2,0
humanity,12,6
worked,77,126
govt,29,42
chose,15,9
worst,38,18
#stopexecutions,4,0
wake,10,21
recommendation,6,2
pfizers,8,20
cold,14,16
storage,3,7
providers,29,62
heinous,4,6
practice,77,32
celebrating,135,123
night,86,105
chanukah,4,0
#ny,13,45
joyous,20,13
menorah,5,5
shines,2,0
bright,13,22
windows,4,2
#happyhanukkah,23,14
#savebrandonbernard,5,0
director,48,59
domestic,33,23
ambassadorrice,5,0
reducing,13,19
inequality,13,2
promoting,12,26
outspoken,3,0
hudgov,9,10
second,46,76
department,64,72
even,171,191
reelection,16,15
rushing,21,0
gut,13,0
asylum,7,0
countless,37,33
seekers,2,0
migrants,2,0
shameful,28,25
executed,8,0
crime,20,35
accomplice,6,0
teenthis,3,0
saw,18,32
realdonaldtrumps,11,122
incompetence,8,4
#reliefnow,6,0
senategop,37,117
depend,22,15
nominations,14,39
collective,6,6
immeasurable,6,2
expertise,19,13
choices,16,8
nys,3,3
pension,4,2
investing,31,31
lowcarbon,3,2
protects,15,23
longterm,33,52
value,16,34
committing,2,7
fiscal,22,21
nyers,4,0
defense,111,170
gen,10,21
lloyd,15,3
austin,23,10
resolve,10,17
reflect,45,42
increasing,30,13
declines,3,0
barr,19,71
beings,3,0
capital,15,48
punishment,8,0
immoral,6,0
dies,5,2
carried,7,4
fate,4,5
continues,119,166
inmates,4,5
executing,3,0
teen,5,0
unjust,6,2
sickening,2,0
spree,2,0
sight,8,6
prosecutor,4,5
recognizes,9,14
wrong,39,56
theyre,67,74
brandon,11,7
bernard,7,0
execution,2,2
despite,33,29
plans,72,60
kill,16,19
zabalaaldia,2,0
congreso,4,0
nyc,8,3
mariners,3,0
nearing,6,4
numb,4,0
harmed,12,4
#timetoact,14,0
play,54,101
#stopthespread,25,3
insurance,199,51
rhodes,7,2
scholar,7,7
class,53,47
bronx,2,0
dedication,51,109
excellence,3,17
welfare,9,4
brian,9,9
amplify,2,2
legislative,34,54
accomplishments,5,19
momentous,5,4
achievement,15,33
recipient,5,9
santiago,2,0
relies,3,5
restoring,12,33
outage,2,0
informed,19,14
repairs,7,6
msnbc,23,2
rjonesnews,3,0
matters,20,22
levels,31,26
truly,37,64
exciting,21,34
audiences,2,0
ability,35,53
detect,4,4
treat,21,22
yorkers,11,5
seriously,31,18
#wearamask,29,3
#socialdistance,2,0
hospitalization,3,2
control,92,66
#nyc,15,0
absolutely,43,44
heartbreaking,20,12
esp,7,7
heights,7,5
#pearlharborwe,5,0
risked,15,4
strive,2,3
california,89,29
ag,25,142
xavier,12,7
becerra,9,5
#bidenharris,7,0
talented,14,8
incoming,27,9
servant,35,27
produced,4,18
segment,2,0
#rentreliefnow,5,0
cnn,7,22
fwhitfield,4,0
distribution,59,61
goodness,5,2
interview,24,74
between,68,128
pmpm,2,0
joacosta,2,0
hasta,9,0
mil,9,13
ny,17,21
ayuda,3,0
de,163,16
para,48,3
mta,2,0
capturing,3,0
tribute,23,38
replay,2,0
brianlehrer,3,0
addressing,34,28
#happyholidays,2,0
tree,27,22
lighting,17,7
ceremony,28,53
streamed,5,2
#stayhealthy,3,0
undocumented,7,0
commend,15,31
brooklyn,3,0
order,79,94
directing,2,3
#homeishere,12,0
respect,52,29
site,51,29
#gettested,2,0
focused,36,37
undermining,11,13
shatter,2,2
apanetwork,2,0
founders,5,15
fraternity,2,0
alpha,4,0
phi,2,0
shine,7,2
beacon,8,5
charity,2,5
scholarship,4,5
decadeslong,3,0
war,86,94
drugs,28,35
affected,46,31
decriminalize,19,0
cannabis,27,21
troubling,12,10
tests,22,35
positive,35,51
leaving,18,15
fast,21,33
floor,104,178
remembered,5,16
york,33,52
david,16,23
n,12,15
remarks,28,30
report,104,183
known,25,35
along,60,66
suffer,16,17
refuse,16,15
senatemajldr,67,90
plate,2,0
dignified,3,0
vow,3,3
#affordablecareact,4,0
vaccination,16,5
catch,11,24
tina,3,0
flournoy,3,0
chief,35,40
appointments,7,4
collectively,3,3
separation,11,4
fully,48,60
understood,3,4
agencys,4,2
targeting,11,14
sharing,22,22
treatment,61,56
practiceswe,2,0
wont,70,81
al,32,9
dinkins,7,0
en,40,10
el,106,22
los,35,11
estados,2,0
unidos,2,0
su,22,4
v,8,14
gap,21,13
exec,10,2
positions,10,7
bigger,8,7
inequities,11,0
inexcusable,4,4
wellbeing,25,22
equitably,9,0
distributed,10,23
delivered,22,43
sending,38,58
prayers,33,123
officer,18,62
duty,36,64
asp,13,17
lisamurkowski,6,22
senatorhassan,24,8
replbr,10,0
#covidrelief,10,2
repgregorymeeks,8,0
confederate,13,2
base,27,32
naming,9,8
direct,51,50
spending,35,71
payments,50,26
johncarneyde,10,0
mobile,15,21
pantries,5,2
register,105,55
#dailypoint,3,2
shares,7,7
details,35,38
repmckinley,6,3
#stimuluschecksnow,4,0
joy,46,32
festival,42,33
repandrecarson,3,0
httpstcokrupzbt,5,0
shell,17,11
source,10,17
wise,5,4
counsel,6,47
marcia,3,0
confident,18,53
httpstcouofzgbdd,2,0
congrats,97,87
affiliation,2,0
lot,61,46
wilmington,7,0
connections,3,3
lately,3,3
expect,25,23
delawareans,5,0
rooting,4,3
tell,44,35
cash,21,7
concrete,5,4
popup,9,3
chriscoons,40,13
ames,2,0
jr,23,13
paul,31,12
uss,5,10
youll,30,21
done,180,185
meantime,6,5
conceived,2,3
independence,9,24
delaware,13,0
became,24,22
ratify,2,0
constitution,32,148
#delawareday,3,0
jointcenter,2,0
celebrates,2,14
fairness,15,22
legal,67,149
standing,55,55
guy,7,20
card,13,5
arts,6,4
venues,17,5
senatorcarper,10,7
cosponsors,3,11
#saveourstages,8,0
founder,5,12
plus,6,12
delstateuniv,2,0
advocacy,18,18
payment,44,42
hold,65,197
top,65,77
reforming,4,5
broken,17,13
direction,16,16
decriminalizing,2,2
productive,11,15
theblackcaucus,37,0
considered,10,9
worse,31,15
precautions,33,14
wearing,87,24
washing,17,4
staying,32,15
distancing,119,28
accepting,13,18
applications,34,41
internships,4,0
spring,16,12
#restoreepa,11,0
understands,14,25
personal,34,40
looks,41,27
briefing,13,17
jamie,4,4
mack,2,0
systems,33,19
rick,5,5
hong,16,34
folks,103,77
terrible,27,22
necessary,57,44
eradicating,6,0
#aids,2,2
carry,18,12
judy,21,2
cancelled,2,0
scheduled,9,21
tested,47,18
slowing,10,4
test,47,59
celebrations,33,6
wanted,18,20
peaceful,50,32
everyones,5,2
#nativeamericanheritagemonth,17,7
upon,25,38
partnership,22,48
mutual,2,3
options,56,28
things,66,60
seen,64,64
acts,35,14
loudly,2,0
unequivocally,3,0
mourn,26,14
trans,34,0
hatred,14,3
fear,29,21
#worldpancreaticcancerday,4,3
pancan,7,2
raising,9,20
awareness,32,89
research,69,89
#wpcd,3,5
#pancanforprogress,5,2
anyone,50,62
doesnt,106,77
normally,14,14
file,22,34
est,15,23
nov,46,39
irsnews,7,28
birth,20,13
#thxbirthcontrol,9,0
conversation,68,35
chris,25,30
#transawarenessweek,12,0
some,180,245
moderna,3,30
avoid,64,16
large,50,24
gatherings,47,12
happening,55,79
counties,27,31
#diwali,17,5
willingly,2,4
everyday,26,26
usmc,23,80
#happybirthdaymarines,5,10
#savetheaca,22,0
humbled,15,9
distinguished,4,9
announcement,19,78
leading,52,71
masks,84,39
october,59,78
#domesticviolenceawarenessmonth,5,0
outrageous,12,14
deporting,5,0
citizens,31,66
officials,129,117
investigated,6,29
fired,27,8
consequences,34,29
newsletter,5,38
job,176,157
#ca,55,5
generations,58,54
later,28,33
renewing,9,15
museums,5,4
told,26,29
senmikelee,7,18
identities,2,0
uplifted,2,0
celebrated,12,20
preserved,4,4
smithsonian,11,5
#latinomuseum,3,0
theres,105,94
tunnel,12,11
#familiesfirst,18,0
appointment,18,12
ymca,3,0
word,34,23
mexico,41,14
fleeing,4,2
effort,81,100
undo,6,4
joyful,9,4
#paidleave,5,0
keeps,17,18
choose,53,34
paid,71,34
seize,6,0
everywhere,28,10
sick,49,15
nurse,7,5
nurses,24,17
#essentialworkers,3,0
#staysafe,3,0
thoughts,54,57
dodgers,13,0
matter,57,59
age,20,14
replace,13,15
retiring,2,11
completely,26,16
transparent,14,42
eight,15,31
reptedlieu,8,0
designed,11,12
ameri,2,0
prisons,12,3
senbooker,9,2
incarcerated,3,3
tracing,26,3
polluted,2,0
constituents,48,47
asthma,7,0
lung,6,9
cancer,57,85
demand,34,28
survive,30,26
mine,26,15
date,20,41
angeles,13,7
approved,28,80
ordinance,3,0
original,19,19
limbo,6,2
deportation,7,0
parole,6,0
prioritize,25,30
lifts,3,0
hardhit,3,3
extremely,19,24
nature,16,7
pandemicwe,5,0
#wrda,12,5
successfully,11,22
easier,19,23
underserved,18,11
flooding,11,23
improves,5,5
built,21,22
httpstcornldtkx,2,0
vicechair,7,3
wider,2,0
standards,18,26
wrdsocals,2,0
search,9,6
maintain,27,33
publics,6,4
candidates,19,17
appropriate,8,12
manage,10,20
cas,5,4
largest,31,37
mayorofla,2,0
launched,12,20
aid,87,134
tuitionfree,2,0
prestigious,5,11
institution,14,13
travel,25,24
limited,10,11
slots,2,0
countyofla,29,0
course,36,36
changed,34,26
hhs,17,19
heal,15,8
#anwrs,2,0
rush,14,6
special,72,147
supervisor,11,5
holly,2,2
mitchell,2,8
ruling,21,12
tells,18,20
juan,3,0
knew,18,26
once,98,112
upheld,4,3
amount,8,12
xenophobia,3,0
reality,43,38
si,5,0
puede,2,0
#stayhome,4,0
creation,8,9
#unemployment,2,0
claims,47,31
feed,30,19
couldnt,33,25
naacp,4,0
civilrightsorg,4,0
#moreact,13,0
provides,51,85
auction,4,12
off,131,120
#standwiththegwichin,7,0
#protectthearctic,15,0
teamwe,2,0
lapublichealth,15,0
tracers,4,2
reach,41,41
phone,19,13
close,74,84
hiring,12,9
trust,53,51
southern,24,69
sleep,4,3
obligations,5,3
dems,21,134
negotiations,34,26
finally,84,57
diesel,3,2
normal,25,31
disproportionally,4,0
burdened,3,0
destructive,12,8
lacdevauthority,8,0
restaurants,54,37
restrictions,17,47
launch,13,33
d,13,37
#tigerking,4,0
#bigcatpublicsafetyact,12,0
outlaw,3,0
roadside,2,0
zoos,3,0
animal,4,7
abuse,70,48
bounds,4,5
allegations,22,33
presidential,54,61
pardon,23,11
scheme,8,10
advisors,5,5
says,54,82
adequate,14,6
capacity,38,15
hospitals,69,43
sustainable,21,17
hospitalizations,47,5
sharply,4,0
repbuddycarter,2,7
closer,27,53
finish,24,15
joaquincastrotx,10,0
holistic,2,0
centered,5,0
jus,2,0
showed,17,28
sparked,4,0
legacy,60,70
#rosaparks,3,0
hivaids,41,7
aidsfree,5,0
hears,6,0
attempt,35,24
exclude,2,2
immigrants,41,10
unconstitutional,6,20
discriminatory,11,4
struck,15,7
sat,13,9
accomplished,18,18
communications,10,13
advocates,22,14
icu,19,5
#slowthespread,8,0
baseball,7,6
kirk,3,0
game,26,34
run,23,46
dad,9,7
bet,7,3
xenophobic,2,0
inhumane,11,0
hospitalized,11,2
temporary,14,12
estimated,11,16
infectious,18,3
stick,3,2
drill,4,0
hearts,20,15
stories,45,40
heard,82,58
irwin,12,2
stayed,4,2
demanding,37,40
repchuygarcia,12,0
repkclark,12,0
cdcgov,40,35
robust,21,11
billmckibben,2,0
gaslighting,2,0
fossil,18,7
fuel,29,14
htt,8,8
lacountylibrary,2,0
side,36,19
hot,4,14
near,46,32
latimes,2,0
expose,6,10
groups,25,29
ignore,18,17
historical,4,9
improved,7,14
#cleanenergy,2,0
alternatives,6,0
moral,26,4
paris,35,4
accord,4,3
johnkerry,15,0
envoy,7,0
child,76,77
ahead,110,56
shoutout,2,2
andy,2,4
street,31,30
association,12,32
north,50,130
turkey,18,36
basket,2,0
giveaway,13,2
weekend,63,53
manner,3,15
h,26,27
elijah,12,0
luck,16,18
tips,29,16
feliz,5,0
drilling,32,7
disparate,2,0
ab,3,0
submitting,3,2
political,107,187
pressure,18,19
stall,3,3
results,85,82
delays,18,10
putting,73,58
owes,3,6
answers,31,37
#tdor,18,0
gender,21,2
nonconforming,10,0
brutal,7,6
authentic,6,0
selves,3,0
governor,38,60
newsom,3,2
announced,70,171
curfew,2,0
ca,27,22
#theriskisreal,2,0
expand,101,93
supportive,3,4
border,22,47
stephen,14,10
miller,7,13
counseling,9,0
cope,4,2
trauma,11,4
reunite,9,0
diabetes,28,10
guarantee,9,5
lifesaving,29,28
medication,4,5
#diabetesawarenessmonth,2,2
accountability,38,41
deport,4,0
raised,13,16
unwanted,2,4
procedures,8,8
rules,20,47
assistant,10,10
speaker,26,193
truth,46,49
bedrock,7,5
embarrassing,5,2
moves,6,9
americansthis,2,0
spills,2,0
ocean,16,9
ecosystems,5,5
coastal,15,27
economies,17,10
outer,2,0
continental,3,0
oceanbased,3,0
discussing,16,31
taxes,39,41
ssi,2,0
arent,36,42
nonfiler,7,4
urim,5,2
neighborhoods,8,4
nassau,7,0
enduring,10,12
aircraft,7,30
noise,6,0
faa,6,4
salt,8,5
squawk,2,0
morning,92,237
mick,3,0
mulvaney,3,0
wh,19,7
south,44,127
carolina,19,54
nygovcuomo,3,3
regional,31,33
centers,28,24
allocate,2,3
require,26,16
httpstcoixubtwhhpk,2,0
robtfrank,2,0
middleclass,2,4
feeling,10,13
pain,21,14
deduction,6,15
cap,8,3
same,102,88
wealthy,15,0
sc,2,10
squawkcnbc,5,4
list,33,67
reinstatement,2,0
congressman,50,75
formerly,4,3
management,16,43
acting,14,17
campaigns,7,10
repeal,25,10
fox,8,26
repealing,8,2
repkathleenrice,7,0
developments,4,9
article,18,26
helpful,22,13
answering,11,7
c,34,42
sector,22,29
reptomsuozzi,5,0
keeping,74,76
fi,5,11
financially,5,6
politicians,10,42
jan,21,4
onto,12,26
bud,4,0
rosch,3,0
ww,5,4
ii,15,23
veteran,75,124
bethpage,2,0
god,20,97
problem,51,38
solvers,14,6
pushed,23,13
desperate,24,4
momentum,7,9
suozzi,2,0
lawmakers,16,17
cruelly,3,0
uneven,3,0
negotiation,3,0
winter,46,23
larger,9,6
republican,92,168
shortly,7,4
repjoshg,2,2
#gdny,2,0
landed,4,3
read,148,316
oped,23,62
daily,34,53
yorks,3,0
delivery,24,12
longawaited,4,2
cleanup,8,4
plume,2,0
credit,14,40
chuck,7,36
schumer,5,30
ppe,33,23
distribute,35,26
pieces,3,8
nassauexecutive,3,0
positivity,4,28
gods,3,3
blessings,11,38
laborcaucus,4,0
seeks,10,4
bannerthats,3,0
reaffirming,3,0
lots,11,17
chinese,15,132
govts,9,9
ongoing,36,45
abuses,11,12
kerry,6,4
stopping,22,12
renewed,4,5
breath,8,3
fresh,12,8
tirelessly,24,26
behalf,43,58
responsible,28,46
parties,20,15
streamline,2,3
tremendous,25,45
audits,4,0
corporations,40,6
billion,83,117
assets,4,7
smarter,3,0
pays,7,5
wealth,25,4
remained,5,2
stagnant,3,0
reauthorizing,3,3
futures,6,3
effective,70,159
died,65,26
whose,35,34
hanging,7,2
balance,12,13
diplomatic,6,21
ties,4,26
affirmation,2,0
watched,6,8
indopacific,2,2
reelected,15,16
rd,32,46
baby,3,5
explanation,7,4
entertainment,5,4
outgoing,10,2
strike,17,3
deal,94,110
controlling,3,5
canada,9,14
spiked,2,0
canadian,2,4
diwali,12,6
mubarak,5,0
indian,19,9
beginnings,2,0
blessed,18,65
saal,2,0
hand,25,40
themselves,36,44
homage,2,0
exist,6,7
soldier,5,6
behind,61,52
battlefield,4,9
semper,8,16
revolution,7,0
proudly,12,24
trying,105,71
undermine,52,20
arguments,16,5
determine,24,19
aca,88,5
convened,2,0
expert,14,9
enormous,15,5
fo,4,10
solve,13,6
win,89,99
patient,19,9
calm,4,8
aclu,3,0
invention,2,0
tv,8,19
demands,20,22
mail,61,24
early,102,83
havent,61,29
polling,55,12
underway,15,17
surpassed,11,3
defeated,6,6
repmaloney,6,2
rosadelauro,13,0
davidcicilline,42,0
easiest,3,3
brief,10,56
deanobeidallah,3,0
protocols,8,4
isolation,8,8
spreading,25,9
fastest,5,17
click,45,101
strategy,27,34
fueled,3,2
worshipers,2,0
synagogue,6,2
publicly,7,6
turning,10,16
corner,21,16
meadows,5,0
crush,18,3
todayearly,2,0
offering,23,15
nine,11,5
casting,7,12
absentee,31,15
reported,37,25
peak,6,5
minute,13,8
drug,36,72
gift,13,21
stunt,4,4
rx,2,0
careful,10,6
bad,37,45
summer,17,17
fauci,33,12
experts,92,33
hours,41,46
fall,32,53
stake,22,6
thrive,21,19
succeed,29,26
type,11,8
dehumanizing,3,0
rhetoric,7,8
alone,37,29
struggle,30,20
taiwan,6,15
kong,12,27
uyghur,5,11
examples,3,10
chinas,10,30
violations,8,12
plain,8,6
music,22,19
realities,2,0
negotiate,20,17
india,5,0
island,24,10
gala,5,0
honoring,40,39
recognizing,24,35
selfless,12,20
tuesday,44,32
